site,url,date_time,domain_of_jobs,job_title,position,experience,location,salary,qualification_level 
karir.com,/opportunities/1223206,2019-04-01 01:59:06,Kolektor,FIELD COLLECTION SURABAYA,,Setidaknya 0 tahun,Surabaya,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223207,2019-04-01 01:59:09,Kolektor,FIELD COLLECTION LUMAJANG,,Setidaknya 0 tahun,Jawa Timur,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223208,2019-04-01 01:59:13,Kolektor,FIELD COLLECTION BANYUWANGI,,Setidaknya 0 tahun,Banyuwangi,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223338,2019-04-01 01:59:16,Layanan Pelanggan,CUSTOMER SERVICE MAUMERE,,Setidaknya 0 tahun,Maumere,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223289,2019-04-01 01:59:24,Penjualan dan Pemasaran,Markketing Credit Executive Sentani,,Setidaknya 0 tahun,Jayapura,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223290,2019-04-01 01:59:28,Penjualan dan Pemasaran,Markketing Credit Executive Cibinong,,Setidaknya 0 tahun,Cibinong,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223291,2019-04-01 01:59:31,Penjualan dan Pemasaran,Markketing Credit Executive Tangerang Selatan,,Setidaknya 0 tahun,Tangerang,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223292,2019-04-01 01:59:33,Penjualan dan Pemasaran,Markketing Credit Executive JAKARTA,,Setidaknya 0 tahun,DKI-Jakarta,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223294,2019-04-01 01:59:37,Kolektor,REMEDIAL PALOPO,,Setidaknya 0 tahun,Sulawesi Selatan,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223295,2019-04-01 01:59:40,Kolektor,Field Veriifer Palu,,Setidaknya 0 tahun,Palu,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223296,2019-04-01 01:59:42,Penjualan dan Pemasaran,MARKETING CREDIT EXECUTIVE KETAPANG,,Setidaknya 0 tahun,Kalimantan Barat,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223298,2019-04-01 01:59:46,Penjualan dan Pemasaran,MARKETING CREDIT EXECUTIVE SINGKAWANG,,Setidaknya 0 tahun,Pontianak,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223299,2019-04-01 01:59:50,Kolektor,KOLEKTOR SINGKAWANG,,Setidaknya 0 tahun,Pontianak,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223300,2019-04-01 01:59:52,Penjualan dan Pemasaran,MARKETING CREDIT EXECUTIVE PANGKALANBUN,,Setidaknya 0 tahun,Kalimantan Tengah,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223301,2019-04-01 01:59:57,Kolektor,KOLEKTOR PALU,,Setidaknya 0 tahun,Sulawesi Tengah,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223312,2019-04-01 02:00:01,Sumber Daya Manusia,DIGITAL RECRUITMENT,,Setidaknya 0 tahun,Jakarta Selatan,IDR 3.500.000 - 4.500.000,Sarjana/S1 Psikologi
karir.com,/opportunities/1223333,2019-04-01 02:00:03,Penjualan dan Pemasaran,Marketing Credit Executive Palangkaraya ,,Setidaknya 0 tahun,Palangkaraya,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223335,2019-04-01 02:00:06,Penjualan dan Pemasaran,SURVEYOR MAUMERE,,Setidaknya 0 tahun,Maumere,IDR 2.000.000 - 3.000.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223288,2019-04-01 02:00:10,Penjualan dan Pemasaran,Markketing Credit Executive Jayapura,,Setidaknya 0 tahun,Jayapura,IDR 3.500.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223269,2019-04-01 02:00:20,Penjualan dan Pemasaran,Sales LOMBOK TIMUR,,Setidaknya 0 tahun,Nusa Tenggara Timur,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223270,2019-04-01 02:00:24,Penjualan dan Pemasaran,Sales MALANG,,Setidaknya 0 tahun,Malang,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223271,2019-04-01 02:00:27,Penjualan dan Pemasaran,Sales MEDAN,,Setidaknya 0 tahun,Medan,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223272,2019-04-01 02:00:31,Penjualan dan Pemasaran,Sales PADANG,,Setidaknya 0 tahun,Padang,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223273,2019-04-01 02:00:35,Penjualan dan Pemasaran,Sales PALEMBANG,,Setidaknya 0 tahun,Palembang,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223274,2019-04-01 02:00:38,Penjualan dan Pemasaran,Sales PEKANBARU,,Setidaknya 0 tahun,Pekanbaru,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223275,2019-04-01 02:00:42,Penjualan dan Pemasaran,Sales PURWOKERTO,,Setidaknya 0 tahun,Purwokerto,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223276,2019-04-01 02:00:46,Penjualan dan Pemasaran,Sales SLEMAN,,Setidaknya 0 tahun,Sleman,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223277,2019-04-01 02:00:49,Penjualan dan Pemasaran,Sales SURABAYA,,Setidaknya 0 tahun,Surabaya,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223279,2019-04-01 02:00:52,Penjualan dan Pemasaran,Sales TANGERANG,,Setidaknya 0 tahun,Tangerang,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223280,2019-04-01 02:00:55,Penjualan dan Pemasaran,Sales TASIKMALAYA,,Setidaknya 0 tahun,Tasikmalaya,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223281,2019-04-01 02:00:57,Penjualan dan Pemasaran,Sales JAKARTA ,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223282,2019-04-01 02:01:01,Penjualan dan Pemasaran,Sales BANTUL,,Setidaknya 0 tahun,Bantul,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223283,2019-04-01 02:01:05,Penjualan dan Pemasaran,Sales BANYUWANGI,,Setidaknya 0 tahun,Banyuwangi,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223268,2019-04-01 02:01:09,Penjualan dan Pemasaran,Sales LOMBOK BARAT,,Setidaknya 0 tahun,Nusa Tenggara Barat,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223252,2019-04-01 02:01:17,Penjualan dan Pemasaran,Marketing Credit GORONTALO,,Setidaknya 0 tahun,Gorontalo,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223253,2019-04-01 02:01:20,Penjualan dan Pemasaran,Marketing Credit PONTIANAK,,Setidaknya 0 tahun,Pontianak,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223254,2019-04-01 02:01:24,Penjualan dan Pemasaran,Marketing Credit SAMARINDA,,Setidaknya 0 tahun,Samarinda,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223257,2019-04-01 02:01:26,Penjualan dan Pemasaran,Sales SAMPIT,,Setidaknya 0 tahun,Kalimantan Tengah,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223258,2019-04-01 02:01:30,Penjualan dan Pemasaran,Sales BATULICIN,,Setidaknya 0 tahun,Kalimantan Selatan,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223259,2019-04-01 02:01:33,Penjualan dan Pemasaran,Sales PALU,,Setidaknya 0 tahun,Palu,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223260,2019-04-01 02:01:37,Penjualan dan Pemasaran,Sales GORONTALO,,Setidaknya 0 tahun,Gorontalo,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223261,2019-04-01 02:01:41,Penjualan dan Pemasaran,Sales SIDOARJO ,,Setidaknya 0 tahun,Sidoarjo,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223262,2019-04-01 02:01:44,Penjualan dan Pemasaran,Sales BANDA ACEH,,Setidaknya 0 tahun,Banda Aceh,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223263,2019-04-01 02:01:49,Penjualan dan Pemasaran,Sales BEKASI,,Setidaknya 0 tahun,Bekasi,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223264,2019-04-01 02:01:52,Penjualan dan Pemasaran,Sales CIREBON,,Setidaknya 0 tahun,Cirebon,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223265,2019-04-01 02:01:53,Penjualan dan Pemasaran,Sales CILACAP,,Setidaknya 0 tahun,Cilacap,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223266,2019-04-01 02:01:57,Penjualan dan Pemasaran,Sales LAMPUNG,,Setidaknya 0 tahun,Bandarlampung,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1223267,2019-04-01 02:02:01,Penjualan dan Pemasaran,Sales JEMBER,,Setidaknya 0 tahun,Jember,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1226220,2019-04-01 02:02:04,Administrasi,Sales Admin,,Setidaknya 1 tahun,Jakarta Barat,Gaji Kompetitif,Diploma Lainnya
karir.com,/opportunities/1223165,2019-04-01 02:02:13,Teknisi,Teknisi Pakan Udang,,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1223166,2019-04-01 02:02:17,Teknisi,Teknisi Pakan Udang Keliling,,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1223167,2019-04-01 02:02:22,Teknisi,Teknisi Pakan Ikan,,Setidaknya 3 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1226167,2019-04-01 02:02:25,Pemasaran (Teknis),SPG Dept Store,,Setidaknya 1 tahun,Jakarta Barat,IDR 3.300.000 - 4.000.000,SLTA Lainnya
karir.com,/opportunities/1226168,2019-04-01 02:02:28,"Akuntansi, Keuangan",Akunting,,Setidaknya 1 tahun,Jakarta Pusat,IDR 3.500.000 - 4.000.000,"SLTA, Diploma, Sarjana/S1 Akuntansi"
karir.com,/opportunities/1226190,2019-04-01 02:02:32,Operasi Ritel and others,Sales dan Admin Online Shop (Daan Mogot),,Setidaknya 1 tahun,Jakarta Barat,Gaji Kompetitif,Apa Saja Lainnya
karir.com,/opportunities/1085428,2019-04-01 02:02:37,Operasi Restoran and others,Supervisor,,Setidaknya 3 tahun,Yogyakarta,Gaji Kompetitif,"SLTA, Diploma Pariwisata dan Perhotelan"
karir.com,/opportunities/1221041,2019-04-01 02:02:39,Penjualan dan Pemasaran,Sales Engineer,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"Sarjana/S1, Master/S2 Teknik Elektro, Teknik Mesin, Teknik Perminyakan"
karir.com,/opportunities/1226195,2019-04-01 02:02:43,Penjualan dan Pemasaran,Sales Engineer,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma Ilmu Komputer, Teknik Informatika, Manajemen"
karir.com,/opportunities/1226200,2019-04-01 02:02:45,Administrasi,Admin Sales,,Setidaknya 1 tahun,Jakarta Barat,IDR 3.500.000 - 5.000.000,"SLTA Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Ekonomi"
karir.com,/opportunities/1226202,2019-04-01 02:02:49,Operasi Restoran,Crew Restaurant - Jakarta Barat,,Setidaknya 0 tahun,Jakarta Barat,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1226212,2019-04-01 02:02:53,"Akuntansi, Keuangan and others",Finance Accounting Tax Manager,,Setidaknya 5 tahun,DKI-Jakarta,IDR 9 - 14,"Sarjana/S1 Administrasi Bisnis (Keuangan), Akuntansi"
karir.com,/opportunities/1226213,2019-04-01 02:02:57,Penjualan dan Pemasaran and others,Modern Channel Sales Executive,,Setidaknya 1 tahun,DKI-Jakarta,IDR 4 - 7,Diploma Administrasi Bisnis (Manajemen)
karir.com,/opportunities/1226214,2019-04-01 02:03:01,Pengembangan Bisnis and others,Marketing Manager ,,Setidaknya 10 tahun,Surabaya,IDR 15 - 20,Sarjana/S1 Administrasi Bisnis (Manajemen)
karir.com,/opportunities/1223163,2019-04-01 02:03:05,Penjualan dan Pemasaran,Spv. Sales Pakan Ikan,,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1223164,2019-04-01 02:03:10,Penjualan dan Pemasaran,Sales Pakan Ikan,,Setidaknya 1 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1217306,2019-04-01 02:03:18,"Akuntansi, Keuangan and others",Accounting ,,Setidaknya 3 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Akuntansi
karir.com,/opportunities/1217307,2019-04-01 02:03:22,Penerjemah,Penerjemah Bahasa Mandarin,,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217337,2019-04-01 02:03:27,Teknisi,"Pengelola Tambak Udang, Budidaya Benur, Teknisi Algae ",,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Ilmu Kelautan
karir.com,/opportunities/1217338,2019-04-01 02:03:29,Laboratorium,"Laboratorium Ganggang, QA/QC",,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Ilmu Kelautan
karir.com,/opportunities/1217972,2019-04-01 02:03:33,Operator,OPERATOR LISTRIK,,Setidaknya 3 tahun,Pasuruan,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Teknik Elektro"
karir.com,/opportunities/1217974,2019-04-01 02:03:37,Operator,OPERATOR EXTRUDER,,Setidaknya 5 tahun,Pasuruan,Gaji Kompetitif,Apa Saja Semuanya
karir.com,/opportunities/1217975,2019-04-01 02:03:41,Maintenance,MAINTENANCE,,Setidaknya 3 tahun,Pasuruan,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217976,2019-04-01 02:03:45,Operator,OPERATOR PELLET MILL,,Setidaknya 3 tahun,Pasuruan,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217978,2019-04-01 02:03:48,Operator,OPERATOR BOILER,,Setidaknya 3 tahun,Pasuruan,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1220132,2019-04-01 02:03:52,Operasi Gudang,TENAGA STOCK GUDANG,,Setidaknya 0 tahun,Sidoarjo,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223108,2019-04-01 02:03:56,Penjualan dan Pemasaran,SALES BAHAN BAKU,,Setidaknya 1 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1223161,2019-04-01 02:04:01,Pemasaran (Teknis) and others,Wakil Manager Marketing,,Setidaknya 5 tahun,Pasuruan,Gaji Kompetitif,"Sarjana/S1, Master/S2, Doktor/S3 Semuanya"
karir.com,/opportunities/1223162,2019-04-01 02:04:05,Penjualan dan Pemasaran,Sales Pakan Udang,,Setidaknya 1 tahun,Pasuruan,Gaji Kompetitif,"Sarjana/S1, Master/S2, Doktor/S3 Semuanya"
karir.com,/opportunities/1217302,2019-04-01 02:04:09,Procurement,HRD,,Setidaknya 2 tahun,Pasuruan,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1080986,2019-04-01 02:04:16,Magang,IT Intership,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika"
karir.com,/opportunities/1217624,2019-04-01 02:04:18,Manajemen Merk / Produk,Product Executive (Produk Extract Herbal),,Setidaknya 2 tahun,DKI-Jakarta,IDR 4.500.000 - 5.500.000,"Sarjana/S1 Farmasi, Bioteknologi"
karir.com,/opportunities/1226159,2019-04-01 02:04:21,Operasi Ritel,OFFICE GIRL,,Setidaknya 0 tahun,Jakarta Utara,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1226160,2019-04-01 02:04:25,"TI, Programmer",Sr Unity VR Experience Developer,,Setidaknya 3 tahun,Jakarta Barat,IDR 8.000.000 - 10.000.000,"Sarjana/S1 Teknik Komputer, Teknik Informatika"
karir.com,/opportunities/1226162,2019-04-01 02:04:29,Logistik,Rider Delivery Sub Agen JNE Berau,,Setidaknya 0 tahun,Kalimantan Timur,IDR 3.000.000 - 3.120.000,SLTA Lainnya
karir.com,/opportunities/1226164,2019-04-01 02:04:33,Administrasi and others,Patient Support Staff,,Setidaknya 3 tahun,DKI-Jakarta,IDR 7.000.000 - 12.000.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1226165,2019-04-01 02:04:38,"Akuntansi, Keuangan",Accounting Staf,,Setidaknya 2 tahun,DKI-Jakarta,IDR 4.000.000 - 5.500.000,"Diploma, Sarjana/S1 Administrasi Bisnis (Keuangan), Akuntansi, Ekonomi"
karir.com,/opportunities/1085231,2019-04-01 02:04:42,Logistik,Senior Supply Chain,,Setidaknya 5 tahun,DKI-Jakarta,IDR 10.000.000 - 15.000.000,"Diploma, Sarjana/S1, Master/S2 Administrasi Bisnis (Manajemen), Bahasa Inggris, Manajemen, Manajemen Transportasi"
karir.com,/opportunities/1085359,2019-04-01 02:04:45,"TI, Programmer and others",Full Stack Engineer,,Setidaknya 0 tahun,DKI-Jakarta,IDR 8.000.000 - 10.000.000,"Diploma, Sarjana/S1, Master/S2 Teknik Komputer, Teknik Informatika"
karir.com,/opportunities/1085449,2019-04-01 02:04:48,Pemasaran (Teknis) and others,Business Development Jakarta Bandung Solo Surabaya,,Setidaknya 0 tahun,DKI-Jakarta,IDR 5.500.000 - 10.000.000,"Diploma, Sarjana/S1, Master/S2 Semuanya"
karir.com,/opportunities/1085605,2019-04-01 02:04:51,Kreatif / Desain,Graphic Designer,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,Sarjana/S1 Seni dan Desain
karir.com,/opportunities/1218916,2019-04-01 02:04:55,"TI, Web Developer and others",UI/UX Designer,,Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,Sarjana/S1 Desain Komunikasi Visual
karir.com,/opportunities/1220491,2019-04-01 02:04:59,Hukum / Korporasi,Legal Executive,,Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,Sarjana/S1 Hukum
karir.com,/opportunities/1220512,2019-04-01 02:05:04,Pemasaran Internet,Campaign Manager,,Setidaknya 3 tahun,Jakarta Selatan,Gaji Kompetitif,"Sarjana/S1 Ilmu Komunikasi, Teknik Komputer, Perikanan, Manajemen"
karir.com,/opportunities/1220603,2019-04-01 02:05:08,Pengembangan Produk and others,Brand Management,,Setidaknya 5 tahun,Jakarta Timur,Gaji Kompetitif,"Sarjana/S1 Administrasi Bisnis (Manajemen), Ilmu Komunikasi, Teknik Informatika, Desain Produk, Manajemen"
karir.com,/opportunities/1226154,2019-04-01 02:05:15,Teknisi,Teknisi Padang - PT Star Cosmos,,Setidaknya 1 tahun,Padang,IDR 2.100.000 - 2.200.000,SLTA Semuanya
karir.com,/opportunities/1060125,2019-04-01 02:05:18,Manajemen Merk / Produk and others,Product Executive,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"Sarjana/S1, Master/S2 Administrasi Bisnis (Manajemen), Ekonomi, Ilmu Komunikasi"
karir.com,/opportunities/1220503,2019-04-01 02:05:22,"Akuntansi, Keuangan and others",Accounting,,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,Sarjana/S1 Akuntansi
karir.com,/opportunities/1220501,2019-04-01 02:05:25,"Akuntansi, Keuangan",Kasir,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1220502,2019-04-01 02:05:29,Logistik,Supervisor Logistik,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1226156,2019-04-01 02:05:33,Supir,Supir Pekanbaru - PT Star Cosmos ,,Setidaknya 0 tahun,Pekanbaru,IDR 2.600.000 - 2.700.000,SLTA Semuanya
karir.com,/opportunities/1225947,2019-04-01 02:05:36,Pengembangan Bisnis and others,System And Procedure (SOP) Staff,,Setidaknya 1 tahun,Jakarta Timur,IDR 4.500.000 - 5.000.000,"Sarjana/S1, Master/S2 Administrasi Bisnis (Manajemen), Teknik Industri, Manajemen"
karir.com,/opportunities/1223406,2019-04-01 02:05:39,Penjualan dan Pemasaran,Promotor,,Setidaknya 1 tahun,Jakarta Timur,IDR 3.700.000 - 4.300.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223413,2019-04-01 02:05:44,Penjualan dan Pemasaran,Sales Motoris,,Setidaknya 0 tahun,Jakarta Timur,IDR 3.700.000 - 4.800.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1224082,2019-04-01 02:05:47,Penjualan dan Pemasaran,Sales RRO Motor,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1224056,2019-04-01 02:05:49,Penjualan dan Pemasaran,Sales Motoris (Sales Kanvas),,Setidaknya 0 tahun,Jakarta Selatan,IDR 3.700.000 - 4.800.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223371,2019-04-01 02:05:53,Sumber Daya Manusia,Recruitment Staff,,Setidaknya 1 tahun,Jakarta Timur,Gaji Kompetitif,"Sarjana/S1, Master/S2 Psikologi"
karir.com,/opportunities/1225421,2019-04-01 02:05:57,"Teknik, Mesin",Mekanik Otomotif,,Setidaknya 0 tahun,Semarang,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Teknik Mesin"
karir.com,/opportunities/1225399,2019-04-01 02:06:01,Administrasi,Admin Promosi,,Setidaknya 1 tahun,Jakarta Timur,Gaji Kompetitif,"Diploma, Sarjana/S1, Master/S2 Semuanya"
karir.com,/opportunities/1218327,2019-04-01 02:06:05,Operasi Ritel,Supervisor / PIC Store Depok,,Setidaknya 1 tahun,Depok,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1218356,2019-04-01 02:06:12,Administrasi,ADM HRD ( Kepersonaliaan ),,Setidaknya 0 tahun,Jakarta Barat,IDR 3.650.000 - 4.500.000,Diploma Administrasi Bisnis (Manajemen)
karir.com,/opportunities/1220357,2019-04-01 02:06:16,Penjualan dan Pemasaran,Crew Store ,,Setidaknya 1 tahun,Palembang,IDR 2.388.000 - 2.596.000,SLTA Lainnya
karir.com,/opportunities/1218349,2019-04-01 02:06:20,Operasi Ritel,Supervisor / PIC Store Jakarta,,Setidaknya 1 tahun,DKI-Jakarta,IDR 3.800.000 - 4.500.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1220498,2019-04-01 02:06:24,Operasi Ritel,SUPERVISOR STORE MAKASAR,,Setidaknya 0 tahun,Makassar,IDR 2.400.000 - 2.600.000,SLTA Semuanya
karir.com,/opportunities/1226152,2019-04-01 02:06:27,Merchandiser,Merchandiser Tanjung Pinang - PT Star Cosmos,,Setidaknya 0 tahun,Tanjung Pinang,IDR 2.600.000 - 2.700.000,SLTA Semuanya
karir.com,/opportunities/1218884,2019-04-01 02:06:32,Supir,DRIVER DIREKSI,,Setidaknya 0 tahun,Jakarta Utara,IDR 3.650.000 - 4.100.000,SLTA Semuanya
karir.com,/opportunities/1221419,2019-04-01 02:06:35,Operasi Ritel,EDP,,Setidaknya 0 tahun,DKI-Jakarta,IDR 360.000 - 4.500.000,SLTA Teknik Informatika
karir.com,/opportunities/1219027,2019-04-01 02:06:39,Penggajian dan Fasilitas,SUPERVISOR HRD ( Payroll & Personalia ),,Setidaknya 0 tahun,Jakarta Barat,IDR 6.000.000 - 9.000.000,Sarjana/S1 Administrasi Bisnis (Manajemen)
karir.com,/opportunities/1218340,2019-04-01 02:06:43,Operasi Ritel,Ast. Manager Recruitment,,Setidaknya 0 tahun,DKI-Jakarta,IDR 6.000.000 - 9.000.000,Sarjana/S1 Psikologi
karir.com,/opportunities/1218334,2019-04-01 02:06:47,Operasi Ritel,Supervisor / PIC Store Cirebon,,Setidaknya 1 tahun,Cirebon,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1218325,2019-04-01 02:06:51,Operasi Ritel,Supervisor / PIC Store Semarang,,Setidaknya 1 tahun,Semarang,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1218262,2019-04-01 02:06:54,Operasi Ritel,Supervisor Store/PIC ( Kepala Toko) ,,Setidaknya 0 tahun,Apa saja,IDR 3.800.000 - 5.000.000,Apa Saja Semuanya
karir.com,/opportunities/1218336,2019-04-01 02:06:58,Operasi Ritel,Supervisor / PIC Store Samarinda,,Setidaknya 0 tahun,Samarinda,IDR 3.400.000 - 3.800.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1218338,2019-04-01 02:07:02,Operasi Ritel,Supervisor / PIC Store Makasar,,Setidaknya 1 tahun,Makassar,IDR 3.500.000 - 3.700.000,"SLTA, Diploma, Sarjana/S1 Semuanya"
