site,url,jobs,location,location_tambahan,location_tambahan_xx,qualification,experience,salary,length 
jobs.id,https://www.jobs.id/lowongan/MTYxNjE3/technical-enginering-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=17,Technical Enginering,Jakarta Selatan dan ,"1 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><ul>
<li>Pria, usia maksimal 28 Tahun</li>
<li>Sehat jasmani &amp; rohani</li>
<li>Pendidikan min STM</li>
<li>Mampu melakukan perbaikan &amp; perawatan mesin (Kitchen, Pendingin, Kendaraan, dll)</li>
<li>Mampu mengoperasikan Microsoft Office dengan baik</li>
<li>Memiliki kendaraan pribadi &amp; SIM</li>
<li>Mampu bekerja dengan target dan di bawah tekanan</li>
<li>Mampu bekerja shift</li>
<li>Berdomisili Jakarta dan sekitarnya</li>
</ul><br><br><br>[Posisi Prioritas]</div>",Fresh Graduate akan dipertimbangkan,IDR  2.900.000 - 3.700.000,6
jobs.id,https://www.jobs.id/lowongan/MjY3MTk3/financial-advisor-area-jawa-timur-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=18&qt_pos=16,Financial Advisor Area Jawa Timur,Jember dan ,"2 kota lainnya,2 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<p>JOB QUALIFICATION</p>
<ul>
<li>Pendidikan min. D3 dan S1</li>
<li>Komunikatif</li>
<li>Pengalaman min. 2 Tahun (dibidang Financial Industry)</li>
<li>Berpenampilan Representative</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  2.500.000 - 3.200.000,6
jobs.id,https://www.jobs.id/lowongan/MTg5NTM1/kasir-perusahaan-creating-creative-solution-improvement-ccsi-pt?qt_ref=search&qt_page=18&qt_pos=15,Kasir Perusahaan,Surabaya,"2 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Surabaya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Berpengalaman kerja di kasir ritel atau penjualan</li>
<li>Lulusan D3/S1 Akuntasi, Manajemen Keuangan</li>
<li>Pengetahuan dasar komputerdan keakraban dengan peralatan elektronik (misalnya cash register, scanner, penghitung uang dll)</li>
<li>Komunikasi dan keterampilan manajemen waktu yang kuat</li>
<li>Kemampuan Berorientasi pada pelanggan</li>
<li>Detail dan Memiliki keterampilan menghitung</li>
</ul>
<p><strong>INFORMASI :</strong></p>
<p><strong>WAWANCARA PERTAMA AKAN DIPROSES MELALUI TELEPON DAN PIHAK CCSI AKAN MEMBERITAHU MELALUI SMS TERKAIT JADWAL WAWANCARA.</strong></p>
<p><strong>BAGI PELAMAR YANG TIDAK MENELPON PADA JADWAL YANG SUDAH DITENTUKAN, MAKA AKAN GUGUR SECARA OTOMATIS.</strong></p>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjcwMTQz/ordering-kasir-palembang-kk-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=14,Ordering ( Kasir ) Palembang,Palembang,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>
<p style=""margin-bottom: 0cm;"">Pendidikan SLTA semua jurusan</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Usia maksimal 27 th</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Menguasai Ms. Office</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Ramah, komunikatif, penampilan menarik</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Jujur, teliti, bertanggung jawab</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Tidak sedang menempuh pendidikan</p>
</li>
<li>
<p>Penempatan di Palembang</p>
</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MzE0/operation-monitoring-aino-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=13,Operation Monitoring,Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikakn Minimal S1 Teknik Informatika atau S1 Teknik Elektro</li>
<li>Usia Maksimal 30 Tahun.</li>
<li>Mengerti dan menguasai Manajemen Jaringan (LAN and TCP/IP) Dan WAN dengan teknologi internet / VPN.</li>
<li>Mengerti dan menguasai Router Mikrotik, basic Cisco, Switch manageable.</li>
<li>Mengerti konsep Wireless network dengan area indoor maupun outdoor.</li>
<li>Mengerti dan menguasai konsep, konfigurasi dan operasi Linux networking, Apache, Bind, MySQL, LDAP, MySQL, Firewall.</li>
<li>Pernah Mengikuti Serfikasi Cisco diutamakan.</li>
<li>Bisa bekerjasama dalam team</li>
<li>Customer Oriented</li>
<li>Memiliki timely manner/ sikap tepat waktu dalam hal reporting work result</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxNjc0/crew-restaurant-jakarta-barat-secret-recipe-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=12,Crew Restaurant - Jakarta Barat,Jakarta Barat,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>","<div class=""job_req""><ul>
<li>Pendidikan minimal SMU / SMK / SMIP</li>
<li>Pengalaman minimal 1 - 2 tahun diposisi yang sama atau baru lulus silahkan melamar</li>
<li>Menyukai dunia restaurant atau f dan b</li>
<li>Rapi dan sopan</li>
<li>Mampu bekerja secara team / individu</li>
<li>Mampu menjalin komunikasi yang baik antar sesama team</li>
<li>Bersedia di tempatkan di Jakarta Barat</li>
</ul></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcwNjMy/admin-gudang-ekata-logue-ekologika-pt?qt_ref=search&qt_page=18&qt_pos=11,Admin Gudang,Jakarta Raya,5 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Surabaya</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Batam</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Usia maksimal 30 tahun</li>
<li>Pendidikan minimal SMA</li>
<li>Pengalaman minimal 1 tahun</li>
<li>Dapat mengoperasikan komputer dengan baik (Ms.Office)</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxMzQ2/geography-master-teacher-ruang-raya-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=10,Geography Master Teacher,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Bachelor degree in Geography Education or equivalent.</li>
<li>At least 3-5 years of experience in teaching/curriculum/question set/syllabus with a reputable educational institution.</li>
<li>Possess strong understanding about national curriculum, particularly those used in national exam (UN) and SBMPTN.</li>
<li>Good communication skill.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTcwNTk0/staff-hrd-saboga-food-indonesia-pt?qt_ref=search&qt_page=18&qt_pos=9,Staff HRD,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">Min. SI Psikolog/Hukum, <br>Tanggung Jawab, <br>Loyalitas, <br>Teliti dan Jujur ,<br>Pengalaman 3 Tahun<br>Usia Max 35 Tahun<br>Penempatan di Bandung<br><br></div>
<div data-pasted=""1"">
<div data-pasted=""1"">Fasilitas yang yang diterima :
<p>Training,Gaji,Jenjang Karir BPJS Ketenagakerjaan</p>
<p>“Kesempatan Terbatas hanya untuk pelamar yang terbaik ”<br><br></p>
<div data-pasted=""1"">atau bawa &amp; kirim lamaran langsung ke Alamat :<br>JL. BATUNUNGGAL INDAH IV NO. 1 BANDUNG KODE POS 40266 -<br>Kode Lamaran di tulis pada pojok kiri atas ( Pada Saat Interview Wajib Membawa Ijazah Asli )Pendidikan S1 Sederajat</div>
</div>
</div><br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTg1MjUy/financial-advisor-area-kudus-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=19&qt_pos=24,Financial Advisor-Area Kudus,Kudus,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req"">AXA Mandiri adalah Bancassurance No.1 Di Indonesia. Dan merupakan perusahaan gabungan dari AXA yaitu perusahaan Asuransi terkemuka di dunia dan Mandiri merupakan Bank terbesar di Indonesia. AXA Mandiri Saat ini yang memiliki lebih dari 1.200 cabang tersebar di seluruh Indonesia.Untuk memberikan pelayanan terbaik, AXA Mandiri didukung oleh lebih dari 1900 Financial Advisor yang tersebar di 1800 Cabang Bank Mandiri dan Bank Syariah Mandiri di seluruh Indonesia.Financial Advisor (FA) adalah perencana keuangan nasabah. Financial Advisor memiliki peran penting sebagai ujung tombak perusahaan yang mencakup layanan sales dan service. Sales dimana Financial Advisor bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah sedangkan Service dimana FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. Financial Advisor (FA) nantinya akan ditempatkan di cabang Bank Mandiri
<p>JOB QUALIFICATION</p>
<ul>
<li>Pendidikan Min D3/S1 dari berbagai jurusan</li>
<li>Berpenampilan menarik dan refresentatif</li>
<li>Memiliki teknik komunikasi yang baik</li>
<li>Tertarik dalam bidang Perbankan dan Insurance</li>
<li>Fresh Graduate atau Memiliki pengalaman kerja (minimal 2 tahun pada bidang Sales dari Financial industry atau minmal 3 tahun pada bidang Sales &amp; Non Sales dari segala bidang industri)</li>
<li>Bersedia ditempatkan diseluruh wilayah Kudus DAN SEKITARNYA</li>
</ul>
BENEFIT<br>
<ul>
<li>Tunjangan selama mengikuti pelatihan</li>
<li>Tunjangan Bulanan</li>
<li>Komisi Bulanan yang menjanjikan dan tidak terbatas</li>
<li>Bonus Tahunan sesuai dengan pencapaian</li>
<li>Tunjangan Posisi (Jabatan) untuk FA &gt; 1 Tahun</li>
<li>Management Development Program untuk FA &gt; 1 tahun yang memenuhi syarat perusahaan</li>
<li>Tunjangan Kesehatan</li>
<li>Adanya pelatihan dan pengembangan karir FA yang terpadu, menarik serta bersertifikat</li>
<li>Bonus Jalan-Jalan Keluar Negeri</li>
</ul></div>",null,IDR  3.200.000 - 4.000.000,4
jobs.id,https://www.jobs.id/lowongan/MjcwMjM5/operasional-kantor-manado-kk-indonesia-pt?qt_ref=search&qt_page=19&qt_pos=23,Operasional Kantor Manado,Manado,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>
<p style=""margin-bottom: 0cm;"">Pendidikan D3- S1 semua jurusan</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Usia maksimal 30 th</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Menguasai Ms. Office dan internet</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Memiliki kemampuan analisa yang baik</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Leadership, komunikatif, percaya diri</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Bersedia dinas ke luar kota</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Pengalaman minimal 1 th di bidang yang sama</p>
</li>
<li>
<p style=""margin-bottom: 0cm;"">Tidak sedang menempuh pendidikan</p>
</li>
<li>
<p>Penempatan di Manado</p>
</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MzI4/helpdesk-officer-aino-indonesia-pt?qt_ref=search&qt_page=19&qt_pos=22,Helpdesk Officer,Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan minimal D3 Teknik Informatika / Komputer jaringan</li>
<li>Laki – Laki (Usia max 25 Tahun) / Menyesuaikan</li>
<li>Supel dan mudah beradaptasi dengan lingkungan pekerjaan baru</li>
<li>Senang belajar hal hal baru dan mempunya motivasi untuk berkembang</li>
<li>Kemampuan berkomunikasi (soft skill) secara efektif baik secara lisan maupun tulisan (email) baik di internal atau eksternal (terkait dengan</li>
<li>Call Center Representative &amp; Responsive</li>
<li>Mengerti hal hal terkait pekerjaan yang sifatnya administratif (terkait dengan pengolahan data keluhan yang masuk untuk menemukan tren issue)</li>
<li>Memiliki kemampuan analisa dan problem solving (akan diarahkan untuk pembacaan log aplikasi , untuk merumuskan titik masalahnya) </li>
<li>Manajement waktu yang baik dalam penyelesaian pekerjaan</li>
<li>Mampu dan berani menyampaikan gagasan gagasan baru demi kemajuan pekerjaan yang dijalani (improvement)</li>
<li>Sebelumnya mengetahui terkait layanan helpdesk atau IT help desk (+)</li>
<li>Pernah bekerja sebagai IT helpdesk (+) dan pernah mengelola tools ticketing complaint(+)</li>
<li>Bersedia kerja shifting (24/7 atau menyesuaikan) dan bersedia bekerja di bawah tekanan baik internal atau eksternal</li>
<li>Mengerti system operasi linux (Ubuntu, Centos) dan windows</li>
<li>Mengerti basic command line linux</li>
<li>Mengerti Ms Office (Ms Word , Ms Excel, Ms Power Point)</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTc5NTc2/admin-accounting-creating-creative-solution-improvement-ccsi-pt?qt_ref=search&qt_page=19&qt_pos=21,Admin Accounting,Surabaya,"2 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Surabaya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<h1>Kualifikasi</h1>
<ol>
<li>Lulusan D3 / S1 Akuntansi</li>
<li>Diutamakan wanita usia maksimal 30 tahun</li>
<li>Berpengalaman sebagai Staf Akunting</li>
<li>Memiliki sertifikat Brevet A dan B</li>
<li>Paham perhitungan PPH dan perpajakan lainnya</li>
<li>Mengerti tentang pembukuan, prosedur akuntansi dasar dan akuntansi biaya</li>
<li>Mampu mengoperasikan MS Office, database dan software akuntansi</li>
<li>Detail, teliti dan memiliki akurasi perhitungan yang tepat</li>
<li>Tegas dan bisa mengkomunikasikan prosedur perusahaan dengan baik</li>
</ol>
<div data-pasted=""1"">
<p><strong><br>INFORMASI :</strong></p>
<p><strong>WAWANCARA PERTAMA AKAN DIPROSES MELALUI TELEPON DAN PIHAK CCSI AKAN MEMBERITAHU MELALUI SMS TERKAIT JADWAL WAWANCARA.</strong></p>
<p><strong>BAGI PELAMAR YANG TIDAK MENELPON PADA JADWAL YANG SUDAH DITENTUKAN, MAKA AKAN GUGUR SECARA OTOMATIS.</strong></p>
</div>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjcwNTYw/restoran-manager-penempatan-bandung-secret-recipe-indonesia-pt?qt_ref=search&qt_page=19&qt_pos=20,Restoran Manager (Penempatan Bandung),Badung,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<h3>Persyaratan</h3>
<div class=""job_req"">
<div data-pasted=""1"">
<ul>
<li>Pendidikan minimal D3 diutamakan Tata Boga, Jasa Boga,Perhotelan / Pariwisata</li>
<li>Minimal 3 tahun pengalaman sebagai asst. manager restaurant</li>
<li>Dapat bekerja sesuai dengan target penjualan</li>
<li>Mampu menganalisa dengan baik</li>
<li>Bersih dan Rapi</li>
<li>Memiliki jiwa kepemimpinan yang baik</li>
<li>Memiliki komunikasi yang baik</li>
<li>Bersedia penempatan di Bandung-Jabar</li>
</ul>
</div>
</div>
</div></div>,<div class=""job_req"">
<div data-pasted=""1"">
<ul>
<li>Pendidikan minimal D3 diutamakan Tata Boga, Jasa Boga,Perhotelan / Pariwisata</li>
<li>Minimal 3 tahun pengalaman sebagai asst. manager restaurant</li>
<li>Dapat bekerja sesuai dengan target penjualan</li>
<li>Mampu menganalisa dengan baik</li>
<li>Bersih dan Rapi</li>
<li>Memiliki jiwa kepemimpinan yang baik</li>
<li>Memiliki komunikasi yang baik</li>
<li>Bersedia penempatan di Bandung-Jabar</li>
</ul>
</div>
</div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxMzQ0/english-master-teacher-ruang-raya-indonesia-pt?qt_ref=search&qt_page=19&qt_pos=19,English Master Teacher,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Bachelor degree in English Education or equivalent.</li>
<li>At least 3-5 years of experience in teaching/curriculum/question set/syllabus with a reputable educational institution.</li>
<li>Possess strong understanding about national curriculum, particularly those used in national exam (UN) and SBMPTN.</li>
<li>Good communication skill.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MzM2MjY/desain-grafis-saboga-food-indonesia-pt?qt_ref=search&qt_page=19&qt_pos=18,Desain Grafis,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Min D3</li>
<li>Pengalaman dibidang Design dan menguasai program Dreamweaver, Flash, Ulide Video min 1th</li>
<li>Usia max 30th</li>
</ul>
<div> </div>
<div>
<div><strong>[Priority Vacancy]</strong></div>
<div> </div>
</div>
</div><br><br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
