site,url,jobs,location,location_tambahan,location_tambahan_xx,qualification,experience,salary,length 
jobs.id,https://www.jobs.id/lowongan/MTkyMTk4/service-engineer-fajar-mas-murni-pt?qt_ref=search&qt_page=34&qt_pos=22,Service Engineer,Balikpapan dan ,4 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Bekasi</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Makassar</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Requirements :</strong></p>
<ul>
<li>Candidate must posses at least Associate Degree of Engineering (Mechanical, Electrical/Electronic, Electromechanical) or equivalent.</li>
<li>At least 1 year working experience in maintenance compressor or industrial equipment</li>
<li>Fresh graduate are welcome</li>
<li>GPA min 2.75 for state University or 3.00 private</li>
<li>Skills : overhaul, troubleshooting, basic engineering</li>
<li>Fluent in English or foreign language will be an advantage.</li>
<li>Hard worker, service oriented, and target oriented.</li>
<li>Experience in industrial and project, especially service engineering.</li>
<li>Willing to be placed throughout Indonesia such as Bekasi, Bandung, Balikpapan, Surabaya, Semarang, Makassar, etc.</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTg0MTI2/sales-executive-staff?qt_ref=search&qt_page=34&qt_pos=21,Sales Executive (Staff),Bandung,,,"<div class=""job_req""><div data-pasted=""1"">
<p>REQUIREMENT:</p>
<ul>
<li>Male, max 35 years old</li>
<li>Degree, majoring Management/Marketing or any discipline if related</li>
<li>Have working experience in the sport wear area are advantaged</li>
<li>Fast learner, hard working and able to perform under pressure</li>
<li>Pro active worker with high leadership and management skills</li>
<li>Have the knowledge and capability to explore his/her area</li>
<li>Have good stamina/stress resistance</li>
<li>Easily build and maintain a new relationship with others</li>
<li>Have good communication and negotiation skills</li>
<li>Willing to get traveling in business trip</li>
<li>Willing to be stationed anywhere within Indonesia</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjY4MDYz/financial-services-consultant-rifan-financindo-bandung-pt?qt_ref=search&qt_page=34&qt_pos=20,Financial Services Consultant,Bandung,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria / Wanita</li>
<li>Usia 20 - 30 Tahun</li>
<li>Tertarik di bidang ekonomi</li>
<li>Tertarik di bidang perencanaan bisnis dan keuangan</li>
<li>Memahami prinsip dasar perdagangan</li>
<li>Fresh graduate dipertimbangkan</li>
<li>Dapat bekerjasama dengan Tim</li>
<li>Mampu berkomunikasi dengan baik</li>
<li>Mampu bekerja dibawah tekanan</li>
<li>Teliti hal detail</li>
<li>Mampu mengoperasikan microsoft office dan mampu beradaptasi dengan aplikasi analisis keuangan</li>
<li>Minimal S1 semua jurusan, diutamakan lulusan Manajemen, Ekonomi</li>
<li>DOMISILI BANDUNG / JAWA BARAT (Garut, Tasikmalaya, Subang, Sumedang,Sukabumi, Bogor, Cianjur)</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  5.000.000 - 10.000.000,6
jobs.id,https://www.jobs.id/lowongan/MjY2MjIz/freelance-customer-service-prestisacom?qt_ref=search&qt_page=34&qt_pos=19,Freelance Customer Service,Bekasi,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Wanita/Pria</li>
<li>Usia max 35 tahun</li>
<li>TIDAK GAPTEK (email, wa, komputer, internet)</li>
<li>Memiliki ketertarikan dengan bunga</li>
<li>Mempunyai pengetahuan tentang bunga (nilai plus)</li>
<li>Min. Pendidikan SMA/SMK</li>
<li>Baik dalam berkomunikasi</li>
<li>Mempunyai motivasi tinggi</li>
<li>Bersedia bekerja di bawah tekanan</li>
<li>Berdomisili area Bekasi</li>
<li>lokasi kerja di kranji bekasi</li>
</ul>
<strong>Jam kerja:</strong><br>
<ul>
<li>Shift 1 (8:00 - 16:00), Shift 2 (14:00 - 22:00). jadwal hari kerja di sesuaikan dengan jadwal kalian.</li>
<li>Bersedia mengikuti training selama 5 hari (mendapatkan upah 50rb/hari selama training)</li>
<li>Mendapatakan Upah Harian Rp 120,000 (dibayar h+1)</li>
<li>Tersedia bonus kinerja di luar upah harian.</li>
<li>perkiraan pendapatan miniman 120rb - 200rb per hari.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTcyNTQw/management-trainee-rifan-financindo-surabaya?qt_ref=search&qt_page=34&qt_pos=18,Management Trainee,Bangkalan dan ,"15 kota lainnya,13 kota lainnya,11 kota lainnya,15 kota lainnya,14 kota lainnya,14 kota lainnya","<div class='col-xs-4'><div class='col-xs-12 city-name'>Gresik</div><div class='col-xs-12 city-name'>Jember</div><div class='col-xs-12 city-name'>Kediri</div><div class='col-xs-12 city-name'>Lamongan</div><div class='col-xs-12 city-name'>Magetan</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Malang</div><div class='col-xs-12 city-name'>Mojokerto</div><div class='col-xs-12 city-name'>Nganjuk</div><div class='col-xs-12 city-name'>Pamekasan</div><div class='col-xs-12 city-name'>Pasuruan</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Sumenep</div><div class='col-xs-12 city-name'>Surabaya</div><div class='col-xs-12 city-name'>Tuban</div><div class='col-xs-12 city-name'>Tulungagung</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Batu</div><div class='col-xs-12 city-name'>Blitar</div><div class='col-xs-12 city-name'>Bondowoso</div><div class='col-xs-12 city-name'>Gresik</div><div class='col-xs-12 city-name'>Kediri</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Malang</div><div class='col-xs-12 city-name'>Mojokerto</div><div class='col-xs-12 city-name'>Pamekasan</div><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Sumenep</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Surabaya</div><div class='col-xs-12 city-name'>Tuban</div><div class='col-xs-12 city-name'>Tulungagung</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Jember</div><div class='col-xs-12 city-name'>Jombang</div><div class='col-xs-12 city-name'>Kediri</div><div class='col-xs-12 city-name'>Malang</div><div class='col-xs-12 city-name'>Mojokerto</div><div class='col-xs-12 city-name'>Pasuruan</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Probolinggo</div><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div><div class='col-xs-12 city-name'>Tuban</div><div class='col-xs-12 city-name'>Tulungagung</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Banyuwangi</div><div class='col-xs-12 city-name'>Blitar</div><div class='col-xs-12 city-name'>Gresik</div><div class='col-xs-12 city-name'>Jember</div><div class='col-xs-12 city-name'>Kediri</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Lamongan</div><div class='col-xs-12 city-name'>Malang</div><div class='col-xs-12 city-name'>Mojokerto</div><div class='col-xs-12 city-name'>Nganjuk</div><div class='col-xs-12 city-name'>Pamekasan</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Pasuruan</div><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Sumenep</div><div class='col-xs-12 city-name'>Surabaya</div><div class='col-xs-12 city-name'>Tuban</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Banyuwangi</div><div class='col-xs-12 city-name'>Blitar</div><div class='col-xs-12 city-name'>Gresik</div><div class='col-xs-12 city-name'>Jember</div><div class='col-xs-12 city-name'>Kediri</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Magetan</div><div class='col-xs-12 city-name'>Mojokerto</div><div class='col-xs-12 city-name'>Pamekasan</div><div class='col-xs-12 city-name'>Pasuruan</div><div class='col-xs-12 city-name'>Sidoarjo</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Sumenep</div><div class='col-xs-12 city-name'>Surabaya</div><div class='col-xs-12 city-name'>Tuban</div><div class='col-xs-12 city-name'>Tulungagung</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Banyuwangi</div><div class='col-xs-12 city-name'>Blitar</div><div class='col-xs-12 city-name'>Gresik</div><div class='col-xs-12 city-name'>Jember</div><div class='col-xs-12 city-name'>Kediri</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Malang</div><div class='col-xs-12 city-name'>Mojokerto</div><div class='col-xs-12 city-name'>Nganjuk</div><div class='col-xs-12 city-name'>Pamekasan</div><div class='col-xs-12 city-name'>Pasuruan</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div><div class='col-xs-12 city-name'>Tuban</div><div class='col-xs-12 city-name'>Tulungagung</div></div>","<div class=""job_req""><div data-pasted=""1"">
<div data-pasted=""1"">
<ul>
<li>Pria &amp; Wanita</li>
<li>Usia Min 22 Thn &amp; Max 35 Thn</li>
<li>Penampilan menarik dan komunikatif.</li>
<li>Pengalaman dan non pengalaman.</li>
<li>Memiliki motivasi yang tinggi.</li>
<li>Dapat bekerja dalam target dan berwawasan luas.</li>
<li>Penempatan Surabaya.</li>
<li>Warga Negara Indonesia.</li>
<li>Memiliki kartu identitas (KTP/SIM/Pasport).</li>
<li>Kelengkapan Cv &amp; Lamaran (Fotocopy KTP, KK, Ijasah dan foto 4x6 (1lembar)).</li>
</ul>
<p><strong>Keuntungan:</strong></p>
<ul>
<li>5 hari kerja.</li>
<li>Basic allowence (gaji pokok).</li>
<li>Insentif dan bonus.</li>
<li>Jenjang karir.</li>
<li>Jaminan kesehatan.</li>
<li>Jaminan ketenagakerjaan.</li>
<li>Tunjangan prestasi.</li>
</ul>
</div>
<div data-pasted=""1"">
<div data-pasted=""1"">
<div data-pasted=""1"">
<p>Atau Silahkan Kirim :</p>
<p> Aplikasi lengkap + foto terbaru</p>
<p>kirim ke :</p>
<p> <strong>HR-RECRUITMENT OF PT. RIFAN GROUP SURABAYA</strong></p>
<p> (*Tuliskan kode / posisi yang diinginkan pada pojok kanan atas amplop lamaran)</p>
<p>Office :</p>
<p>Jl Pemuda No 60-70 (Gedung Sinar Mas Land Plaza Lantai 16), Surabaya-Jawa Timur</p>
</div>
</div>
</div>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTkxMDgz/tutor-private-teacher-superprof?qt_ref=search&qt_page=34&qt_pos=17,Tutor / Private Teacher,Bogor,"2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Bengkulu Selatan</div><div class='col-xs-12 city-name'>Bengkulu Tengah</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Bangka Barat</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Belitung Timur</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Gorontalo Utara</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial;"">
<li>Anda ingin berbagi pengetahuan Anda kepada siswa baru</li>
<li>Anda memiliki kualifikasi sekolah / pengalaman terkait / gelar universitas dalam mata pelajaran yang ingin Anda ajarkan</li>
<li>Anda sabar, tepat waktu dan seorang pendidik yang baik</li>
<li>Seperti kami, Anda berpikir setiap orang memiliki sesuatu yang istimewa untuk dibagikan.</li>
<li>Jadilah seorang guru dan mulai mengiklankan layanan Anda hari ini.</li>
</ul>
<strong style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial;"">Keuntungan dari mengajar dengan Superprof:</strong><br style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial;"">
<ul style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 11px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-style: initial; text-decoration-color: initial;"">
<li>Anda bebas mengatur tarif dan jadwal kerja Anda sendiri</li>
<li>Pendaftaran gratis (kami tidak membebankan komisi)</li>
<li>Jadilah bos untuk diri Anda sendiri! Mengajar dari rumah, di daerah sekitar Anda atau online</li>
<li>Ribuan siswa potensial</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  5.000.000 - 10.000.000,6
jobs.id,https://www.jobs.id/lowongan/MTc0OTg2/digital-marketing-staff-bet-obaja-international-pt?qt_ref=search&qt_page=34&qt_pos=16,Digital Marketing Staff,Jakarta Utara,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Barat</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Male/female, 25 – 30 years old</li>
<li>Holding bachelor degree of Business Management or equivalent</li>
<li>Min 3 years experiences in the same position (preference in travel industry)</li>
<li>Familiar with internet marketing tools</li>
<li>Familiar with gadget</li>
<li>Good knowledge of marketing strategic, sales oriented and service minded</li>
<li>Good language skill of both English and Indonesia (writing and speaking)</li>
<li>Attractive, aggressive and creative</li>
<li>Having strong negotiation, analytical skill and communication skill</li>
</ul>

</div><br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY2MTMy/staff-marketing-plan-kode-staff-mp-rifan-financindo-semarang-pt?qt_ref=search&qt_page=34&qt_pos=15,Staff Marketing PLAN (Kode Staff MP),Batang dan ,"16 kota lainnya,16 kota lainnya,17 kota lainnya,21 kota lainnya,19 kota lainnya,20 kota lainnya","<div class='col-xs-4'><div class='col-xs-12 city-name'>Pati</div><div class='col-xs-12 city-name'>Temanggung</div><div class='col-xs-12 city-name'>Sragen</div><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Salatiga</div><div class='col-xs-12 city-name'>Pemalang</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Pekalongan</div><div class='col-xs-12 city-name'>Magelang</div><div class='col-xs-12 city-name'>Boyolali</div><div class='col-xs-12 city-name'>Kudus</div><div class='col-xs-12 city-name'>Klaten</div><div class='col-xs-12 city-name'>Kendal</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Jepara</div><div class='col-xs-12 city-name'>Grobogan</div><div class='col-xs-12 city-name'>Demak</div><div class='col-xs-12 city-name'>Wonosobo</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Boyolali</div><div class='col-xs-12 city-name'>Demak</div><div class='col-xs-12 city-name'>Grobogan</div><div class='col-xs-12 city-name'>Jepara</div><div class='col-xs-12 city-name'>Kendal</div><div class='col-xs-12 city-name'>Klaten</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Kudus</div><div class='col-xs-12 city-name'>Magelang</div><div class='col-xs-12 city-name'>Pati</div><div class='col-xs-12 city-name'>Pekalongan</div><div class='col-xs-12 city-name'>Salatiga</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Solo (Surakarta)</div><div class='col-xs-12 city-name'>Sragen</div><div class='col-xs-12 city-name'>Temanggung</div><div class='col-xs-12 city-name'>Wonosobo</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Boyolali</div><div class='col-xs-12 city-name'>Demak</div><div class='col-xs-12 city-name'>Grobogan</div><div class='col-xs-12 city-name'>Jepara</div><div class='col-xs-12 city-name'>Kendal</div><div class='col-xs-12 city-name'>Klaten</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Kudus</div><div class='col-xs-12 city-name'>Magelang</div><div class='col-xs-12 city-name'>Pati</div><div class='col-xs-12 city-name'>Pekalongan</div><div class='col-xs-12 city-name'>Pemalang</div><div class='col-xs-12 city-name'>Salatiga</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Solo (Surakarta)</div><div class='col-xs-12 city-name'>Sragen</div><div class='col-xs-12 city-name'>Temanggung</div><div class='col-xs-12 city-name'>Wonosobo</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Blora</div><div class='col-xs-12 city-name'>Boyolali</div><div class='col-xs-12 city-name'>Brebes</div><div class='col-xs-12 city-name'>Demak</div><div class='col-xs-12 city-name'>Grobogan</div><div class='col-xs-12 city-name'>Jepara</div><div class='col-xs-12 city-name'>Kendal</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Klaten</div><div class='col-xs-12 city-name'>Kudus</div><div class='col-xs-12 city-name'>Magelang</div><div class='col-xs-12 city-name'>Pati</div><div class='col-xs-12 city-name'>Pekalongan</div><div class='col-xs-12 city-name'>Pemalang</div><div class='col-xs-12 city-name'>Rembang</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Salatiga</div><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Solo (Surakarta)</div><div class='col-xs-12 city-name'>Sragen</div><div class='col-xs-12 city-name'>Tegal</div><div class='col-xs-12 city-name'>Temanggung</div><div class='col-xs-12 city-name'>Wonosobo</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Blora</div><div class='col-xs-12 city-name'>Boyolali</div><div class='col-xs-12 city-name'>Demak</div><div class='col-xs-12 city-name'>Grobogan</div><div class='col-xs-12 city-name'>Jepara</div><div class='col-xs-12 city-name'>Kendal</div><div class='col-xs-12 city-name'>Klaten</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Kudus</div><div class='col-xs-12 city-name'>Magelang</div><div class='col-xs-12 city-name'>Pati</div><div class='col-xs-12 city-name'>Pekalongan</div><div class='col-xs-12 city-name'>Pemalang</div><div class='col-xs-12 city-name'>Rembang</div><div class='col-xs-12 city-name'>Salatiga</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Solo (Surakarta)</div><div class='col-xs-12 city-name'>Sragen</div><div class='col-xs-12 city-name'>Temanggung</div><div class='col-xs-12 city-name'>Wonosobo</div></div>,<div class='col-xs-4'><div class='col-xs-12 city-name'>Blora</div><div class='col-xs-12 city-name'>Boyolali</div><div class='col-xs-12 city-name'>Demak</div><div class='col-xs-12 city-name'>Grobogan</div><div class='col-xs-12 city-name'>Jepara</div><div class='col-xs-12 city-name'>Kendal</div><div class='col-xs-12 city-name'>Klaten</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Kudus</div><div class='col-xs-12 city-name'>Magelang</div><div class='col-xs-12 city-name'>Pati</div><div class='col-xs-12 city-name'>Pekalongan</div><div class='col-xs-12 city-name'>Pemalang</div><div class='col-xs-12 city-name'>Rembang</div><div class='col-xs-12 city-name'>Salatiga</div></div><div class='col-xs-4'><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Solo (Surakarta)</div><div class='col-xs-12 city-name'>Sragen</div><div class='col-xs-12 city-name'>Tegal</div><div class='col-xs-12 city-name'>Temanggung</div><div class='col-xs-12 city-name'>Wonosobo</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria &amp; Wanita</li>
<li>Usia Min 24 Thn &amp; Max 36 Thn</li>
<li>Pendidikan Min S1/D3 Semua Jurusan</li>
<li>Warga Negara Indonesia.</li>
<li>Memiliki pengalaman atau non pengalaman.</li>
<li>Analytical thinking dan self motivated.</li>
<li>Memiliki kemampuan presentasi.</li>
<li>Memiliki kemampuan interpersonal dan management.</li>
<li>Dapat bekerja dalam tim dan target</li>
<li>Penempatan Kota Semarang</li>
<li>Kelengkapan Cv &amp; Lamaran (Fotocopy KTP, KK, Ijasah dan foto 4x6 (1lembar)).</li>
</ul>
</div>
<p><strong>Keuntungan:</strong></p>
<div data-pasted=""1"">
<ul>
<li>5 hari kerja.</li>
<li>Basic allowence (gaji pokok).</li>
<li>Insentif dan bonus.</li>
<li>Jenjang karir.</li>
<li>Jaminan kesehatan.</li>
<li>Jaminan ketenagakerjaan.</li>
<li>Tunjangan prestasi</li>
</ul>
<div data-pasted=""1"">
<p><strong>Silahkan Kirim :</strong></p>
<p>Aplikasi lengkap + foto terbaru</p>
<p><em>kirim ke :</em></p>
<p><strong>HRD-RECRUITMENT PT. RIFAN GROUP SEMARANG</strong></p>
<p>(*Tuliskan kode/posisi yang diinginkan pada pojok kanan atas amplop lamaran) </p>
<p>UP. Bu BETA (HRD &amp; PERSONALIA)</p>
<p><strong>Office :</strong> </p>
<div data-pasted=""1"">Ruko S Parman Corner Unit 5-6, Jalan S Parman No. 47A, Gajahmungkur, Kota Semarang, Jawa Tengah
<p>(kode pos 50232)</p>
</div>
</div>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTkyMTk2/sales-engineer-fajar-mas-murni-pt?qt_ref=search&qt_page=34&qt_pos=14,Sales Engineer,Balikpapan dan ,10 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung</div><div class='col-xs-12 city-name'>Batam</div><div class='col-xs-12 city-name'>Bekasi</div><div class='col-xs-12 city-name'>Cilacap</div><div class='col-xs-12 city-name'>Makassar</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Medan</div><div class='col-xs-12 city-name'>Palembang</div><div class='col-xs-12 city-name'>Pekanbaru</div><div class='col-xs-12 city-name'>Semarang</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Requirements :</strong></p>
<ul>
<li>At least 1 year working experience in selling product (technic product will be an advantage), Fresh graduate are welcome</li>
<li>Candidate must possess at least Bachelor's Degree of Engineering (Mechanical, Industrial, Electrical/Electronic, Electromechanical, Petroleum, Mining, Physics, Oil &amp; Gas) or equivalent</li>
<li>GPA min 2.75 for state University or 3.00 private</li>
<li>Have driving license</li>
<li>Interested in marketing/sales</li>
<li>Skills : Communication, Presentation, Negotiation, Marketing, Selling</li>
<li>Fluent in English or foreign language will be an advantage.</li>
<li>Can operate computer program such as Ms. Office (Word, Excel, Power Point)</li>
<li>Hard worker, communicative, and target oriented.</li>
<li>Willing to be placed throughout Indonesia such as Bekasi, Bandung, Balikpapan, Batam, Surabaya, Semarang, Medan, Palembang, Pekanbaru, Makassar, Cilacap, etc.</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MTkxOTM5/staff-teknisi-masa-lestari-husada-pt?qt_ref=search&qt_page=34&qt_pos=13,Staff Teknisi,Jakarta Utara dan ,"1 kota lainnya,2 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Kediri</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Purworejo</div><div class='col-xs-12 city-name'>Yogyakarta</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Semarang</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria, Maks. 30 tahun</li>
<li>Minimal D3 dari jurusan Teknik Elektromedik (ATEM)</li>
<li><strong>memiliki STR (Surat Tanda Registrasi) yang masih berlaku</strong></li>
<li>Lebih disenangi yang memiliki pengalaman dalam bidang medis</li>
<li>Memiliki kendaraan pribadi (misal. Motor)</li>
<li>Memiliki kepribadian yang baik dan rasa ingin tahu yang besar</li>
<li>Cerdas, berenergi tinggi, dan integritas yang tinggi</li>
<li>Bersedia untuk ditempatkan di seluruh Indonesia bila dibutuhkan</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,IDR  2.500.000 - 4.000.000,6
jobs.id,https://www.jobs.id/lowongan/MjY4MDY0/data-center-specialist-rifan-financindo-bandung-pt?qt_ref=search&qt_page=34&qt_pos=12,Data Center Specialist,Bandung,,,"<div class=""job_req""><div data-pasted=""1"">
<div class=""job_req"">
<div data-pasted=""1"">
<ul>
<li>Pria / Wanita usia 20 - 30 Tahun</li>
</ul>
<ul>
<li>Tertarik di bidang ekonomi</li>
<li>Memiliki koneksi yang luas</li>
<li>Fleksibel</li>
<li>Tertarik di bidang perencanaan bisnis dan keuangan</li>
<li>Memahami prinsip dasar perdagangan</li>
<li>Fresh graduate dipertimbangkan</li>
<li>Dapat bekerjasama dengan Tim</li>
<li>Mampu berkomunikasi dengan baik</li>
<li>Mampu bekerja dibawah tekanan</li>
<li>Teliti hal detail</li>
<li>Minimal S1 semua jurusan, diutamakan lulusan Manajemen, Ekonomi</li>
<li>DOMISILI BANDUNG / JAWA BARAT (Garut, Tasikmalaya, Subang, Sumedang,Sukabumi, Bogor, Cianjur)</li>
<li>Bersedia ditempatkan di Bandung</li>
</ul>
</div>
</div>
</div></div>,<div class=""job_req"">
<div data-pasted=""1"">
<ul>
<li>Pria / Wanita usia 20 - 30 Tahun</li>
</ul>
<ul>
<li>Tertarik di bidang ekonomi</li>
<li>Memiliki koneksi yang luas</li>
<li>Fleksibel</li>
<li>Tertarik di bidang perencanaan bisnis dan keuangan</li>
<li>Memahami prinsip dasar perdagangan</li>
<li>Fresh graduate dipertimbangkan</li>
<li>Dapat bekerjasama dengan Tim</li>
<li>Mampu berkomunikasi dengan baik</li>
<li>Mampu bekerja dibawah tekanan</li>
<li>Teliti hal detail</li>
<li>Minimal S1 semua jurusan, diutamakan lulusan Manajemen, Ekonomi</li>
<li>DOMISILI BANDUNG / JAWA BARAT (Garut, Tasikmalaya, Subang, Sumedang,Sukabumi, Bogor, Cianjur)</li>
<li>Bersedia ditempatkan di Bandung</li>
</ul>
</div>
</div>",Fresh Graduate akan dipertimbangkan,IDR  4.000.000 - 8.000.000,6
jobs.id,https://www.jobs.id/lowongan/MTM3MjIx/accounting-danora-agro-prima-pt?qt_ref=search&qt_page=34&qt_pos=11,Accounting,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Female</li>
<li>Age maximum 30 year old</li>
<li>Able to operate ZAHIR / ACCURATE System</li>
<li>Able to do Tax, Journal, Finance and accounting</li>
<li>Have records in manufacturing industry</li>
<li>Required language(s) : Indonesian and English (active)</li>
<li>Having at least 3 years experience</li>
<li>Applicants must be willing to be placed in Jakarta (Kelapa Gading)</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
